employee_id,age,gender,department,job_role,education_level,tenure_years,monthly_income,job_satisfaction,work_life_balance,overtime_hours,performance_rating,attrition
EMP1016,29,Other,Operations,Logistics Manager,High School,9,141650,3,1,9,4,False
EMP1017,48,Female,Sales,Sales Executive,High School,25,31072,4,3,37,1,False
EMP1018,50,Other,R&D,Research Scientist,PhD,7,144440,2,1,11,4,True
EMP1019,60,Male,HR,HR Manager,Bachelors,25,120541,5,5,58,5,True
EMP1020,39,Other,Operations,Logistics Manager,PhD,10,94909,4,4,36,2,False
EMP1021,52,Female,R&D,Product Developer,PhD,27,142752,1,1,4,1,False
EMP1022,49,Female,Marketing,Marketing Specialist,High School,7,50023,4,1,2,3,True
EMP1023,60,Other,R&D,Research Scientist,PhD,6,51644,3,5,7,2,False
EMP1024,37,Male,IT,Software Engineer,High School,16,84793,3,5,17,4,False
EMP1025,55,Male,Finance,Accountant,Masters,30,25854,2,4,27,3,True
EMP1026,53,Female,Operations,Operations Associate,Bachelors,9,138352,3,2,37,3,False
EMP1027,33,Male,Finance,Accountant,Bachelors,2,119896,1,4,37,1,True
EMP1028,59,Female,Sales,Sales Executive,Bachelors,28,72257,4,1,15,1,True
EMP1029,34,Other,R&D,Research Scientist,Bachelors,0,38831,1,3,21,2,True
EMP1030,30,Other,Sales,Sales Executive,PhD,6,74684,2,5,21,4,True
EMP1031,27,Male,R&D,Product Developer,Bachelors,4,43863,2,2,74,3,True
EMP1032,46,Female,Sales,Sales Manager,Masters,12,63349,4,2,32,2,True
EMP1033,44,Female,HR,HR Manager,Masters,2,75933,1,2,35,2,True
EMP1034,30,Other,IT,IT Manager,High School,3,197599,5,3,51,2,False
EMP1035,47,Other,HR,HR Manager,High School,17,129148,5,4,58,1,True
EMP1036,49,Female,Marketing,Marketing Specialist,Masters,4,38800,1,5,76,2,True
EMP1037,27,Female,Marketing,Marketing Specialist,High School,1,67661,3,5,1,2,False
EMP1038,30,Other,Operations,Operations Associate,Bachelors,4,65721,5,3,14,2,False
EMP1039,30,Male,Sales,Sales Executive,Bachelors,2,67521,5,2,37,4,False
EMP1040,49,Other,IT,Data Scientist,Masters,4,145500,2,1,39,1,True
EMP1041,41,Other,IT,Data Scientist,Masters,16,124018,1,3,55,5,True
EMP1042,28,Other,Sales,Sales Executive,Masters,8,128106,2,2,0,3,True
EMP1043,60,Male,Sales,Sales Executive,PhD,26,139074,4,1,65,5,True
EMP1044,51,Other,Finance,Financial Analyst,High School,10,117909,5,5,2,4,False
EMP1045,59,Male,Marketing,Content Creator,PhD,19,84039,3,5,7,1,False
EMP1046,28,Other,Marketing,Marketing Specialist,High School,6,53207,4,4,4,3,False
EMP1047,35,Female,R&D,Research Scientist,Masters,11,94063,5,1,29,3,False
EMP1048,24,Female,Finance,Accountant,Masters,4,44178,5,4,34,2,True
EMP1049,32,Female,HR,HR Generalist,PhD,0,130633,4,5,28,3,False
EMP1050,41,Female,Marketing,Content Creator,PhD,17,70817,5,1,25,5,False
EMP1051,41,Female,Finance,Accountant,Masters,3,88477,2,5,26,4,True
EMP1052,50,Female,Finance,Accountant,PhD,2,53771,3,1,13,3,True
EMP1053,59,Female,IT,Software Engineer,High School,32,218199,4,1,27,3,True
EMP1054,53,Other,Sales,Sales Executive,Masters,18,41624,5,4,22,2,True
EMP1055,54,Female,IT,IT Manager,Bachelors,7,147691,2,3,11,1,True
EMP1056,22,Male,IT,Data Scientist,Masters,0,131801,1,3,46,5,True
EMP1057,52,Male,R&D,Research Scientist,High School,20,114098,1,2,11,3,False
EMP1058,41,Other,Sales,Sales Manager,PhD,12,78491,4,2,20,1,True
EMP1059,59,Other,R&D,Research Scientist,Masters,28,60170,2,3,38,4,True
EMP1060,44,Female,Operations,Operations Associate,Bachelors,3,88838,3,2,27,1,False
EMP1061,55,Male,Finance,Accountant,Bachelors,34,105242,3,4,3,1,False
EMP1062,22,Female,IT,Software Engineer,Bachelors,1,60316,3,3,8,2,True
EMP1063,37,Male,Marketing,Content Creator,High School,16,66636,5,3,9,1,False
EMP1064,33,Male,Sales,Sales Manager,PhD,7,143699,2,2,10,3,True
EMP1065,40,Male,R&D,Research Scientist,PhD,3,103606,1,1,71,3,True
EMP1066,24,Female,Sales,Sales Manager,Bachelors,1,116751,2,4,35,3,True
EMP1067,51,Other,Sales,Sales Manager,PhD,26,91658,4,1,30,2,True
EMP1068,50,Male,Operations,Logistics Manager,Bachelors,21,137536,1,5,7,4,False
EMP1069,57,Other,Marketing,Marketing Specialist,Masters,5,132285,1,1,7,5,False
EMP1070,45,Female,R&D,Product Developer,Bachelors,18,99620,4,4,27,4,False
EMP1071,24,Female,Sales,Sales Executive,PhD,2,138539,2,3,19,5,True
EMP1072,50,Other,IT,DevOps Engineer,High School,8,188130,3,2,55,5,False
EMP1073,30,Female,R&D,Product Developer,Masters,2,116248,2,2,26,2,True
EMP1074,22,Other,HR,HR Generalist,Masters,0,104287,4,1,12,2,False
EMP1075,36,Female,R&D,Research Scientist,PhD,7,74957,1,1,3,4,True
EMP1076,37,Other,Marketing,Marketing Specialist,Masters,8,29947,5,3,39,5,False
EMP1077,57,Female,R&D,Research Scientist,High School,14,138740,3,5,72,4,False
EMP1078,44,Male,Sales,Sales Manager,Masters,16,77637,1,2,34,5,True
EMP1079,29,Other,Finance,Accountant,High School,7,34513,2,1,1,5,True
EMP1080,56,Female,HR,HR Manager,Masters,20,57318,2,4,25,2,False
EMP1081,43,Female,Marketing,Marketing Specialist,Bachelors,11,92393,5,4,24,2,True
EMP1082,36,Other,Sales,Sales Manager,Masters,5,146119,2,3,22,3,True
EMP1083,59,Other,Finance,Financial Analyst,High School,5,92181,5,4,10,1,False
EMP1084,40,Other,Operations,Operations Associate,Masters,20,149453,5,1,25,3,True
EMP1085,32,Other,Sales,Sales Manager,PhD,4,42736,5,4,4,3,False
EMP1086,58,Male,Sales,Sales Executive,Bachelors,12,133366,4,2,13,3,False
EMP1087,22,Other,IT,Data Scientist,High School,1,212418,4,3,9,5,False
EMP1088,45,Male,Finance,Financial Analyst,High School,12,66492,3,2,60,5,True
EMP1089,25,Female,Operations,Operations Associate,High School,2,62653,3,1,43,2,True
EMP1090,45,Female,Sales,Sales Manager,High School,4,60033,2,3,30,2,False
EMP1091,45,Male,IT,DevOps Engineer,High School,19,128950,2,4,11,2,True
EMP1092,22,Female,R&D,Research Scientist,PhD,2,98876,2,4,14,1,False
EMP1093,47,Other,IT,Data Scientist,High School,2,162653,4,3,19,2,True
EMP1094,37,Other,R&D,Product Developer,PhD,8,98658,5,4,16,2,False
EMP1095,58,Female,Marketing,Content Creator,High School,33,111506,1,1,0,2,False
EMP1096,47,Male,IT,Data Scientist,PhD,9,93288,2,3,53,1,True
EMP1097,57,Female,Finance,Financial Analyst,PhD,24,90686,1,3,19,1,False
EMP1098,44,Other,R&D,Product Developer,High School,18,144880,4,5,14,2,False
EMP1099,57,Male,Sales,Sales Executive,Bachelors,19,122878,4,5,66,2,True
EMP1100,40,Other,Sales,Sales Executive,Masters,5,84758,2,1,18,5,True
EMP1101,52,Other,R&D,Product Developer,PhD,24,40094,4,1,40,3,True
EMP1102,27,Male,Operations,Logistics Manager,PhD,3,36224,5,5,23,5,False
EMP1103,41,Other,Sales,Sales Executive,PhD,7,50937,3,5,8,2,False
EMP1104,43,Other,Marketing,Content Creator,PhD,7,65397,4,3,22,3,False
EMP1105,58,Female,Sales,Sales Manager,PhD,25,154987,5,4,27,3,False
EMP1106,26,Female,Finance,Accountant,PhD,0,129012,2,4,38,5,True
EMP1107,28,Male,IT,Data Scientist,PhD,3,222892,1,3,73,2,True
EMP1108,41,Other,Sales,Sales Manager,High School,11,129517,5,5,5,3,False
EMP1109,52,Female,Finance,Accountant,High School,13,114964,2,1,16,1,True
EMP1110,53,Other,Finance,Accountant,PhD,12,99159,4,1,17,1,True
EMP1111,60,Female,HR,HR Generalist,Masters,38,102058,4,3,36,5,False
EMP1112,25,Female,IT,Data Scientist,Bachelors,5,127636,2,5,3,4,False
EMP1113,23,Other,Marketing,Marketing Specialist,Masters,3,131097,5,4,54,3,False
EMP1114,30,Male,Sales,Sales Executive,Masters,2,50992,5,4,18,2,True
EMP1115,44,Female,HR,HR Generalist,Masters,13,94005,4,2,40,2,False
EMP1116,59,Male,Sales,Sales Manager,High School,28,146341,2,1,10,2,True
EMP1117,51,Other,Sales,Sales Executive,High School,22,127762,5,1,29,2,True
EMP1118,40,Male,Marketing,Content Creator,Bachelors,12,39018,3,2,34,4,True
EMP1119,44,Other,Marketing,Content Creator,Bachelors,16,141582,4,4,34,5,False
EMP1120,51,Other,Finance,Financial Analyst,Masters,6,29303,2,3,9,5,False
EMP1121,53,Male,Operations,Logistics Manager,Masters,28,83675,5,4,36,5,False
EMP1122,28,Female,Operations,Operations Associate,PhD,0,119098,4,4,3,1,True
EMP1123,23,Female,Sales,Sales Manager,High School,2,105516,2,2,34,3,True
EMP1124,47,Other,Marketing,Marketing Specialist,Bachelors,17,95155,1,4,20,4,True
EMP1125,59,Female,Finance,Financial Analyst,Bachelors,9,138383,4,3,53,5,False
EMP1126,37,Female,Operations,Operations Associate,Bachelors,2,59266,1,4,25,3,True
EMP1127,30,Other,Marketing,Marketing Specialist,PhD,8,100538,4,4,8,3,False
EMP1128,31,Other,HR,HR Manager,Bachelors,10,64677,1,2,30,1,True
EMP1129,28,Male,R&D,Research Scientist,PhD,1,119512,2,4,14,2,True
EMP1130,55,Male,R&D,Product Developer,High School,33,84571,5,2,18,1,True
EMP1131,30,Male,Sales,Sales Executive,High School,7,29696,1,2,32,4,True
EMP1132,53,Female,Finance,Accountant,PhD,6,83966,2,1,26,1,True
EMP1133,52,Male,Marketing,Marketing Specialist,PhD,5,120175,1,2,28,3,False
EMP1134,34,Female,R&D,Product Developer,High School,14,94512,5,2,36,3,False
EMP1135,46,Male,HR,HR Manager,Masters,5,150935,3,2,79,1,False
EMP1136,31,Other,Operations,Logistics Manager,Bachelors,10,136508,5,3,9,3,False
EMP1137,59,Female,HR,HR Generalist,High School,5,142361,3,2,25,2,True
EMP1138,55,Female,HR,HR Manager,Bachelors,32,109314,1,4,53,1,True
EMP1139,22,Other,Operations,Operations Associate,High School,0,87271,3,2,31,2,True
EMP1140,24,Female,HR,HR Manager,Bachelors,1,133086,3,5,21,5,False
EMP1141,29,Male,HR,HR Manager,Bachelors,8,31079,1,1,25,1,True
EMP1142,47,Male,HR,HR Manager,Bachelors,16,135884,1,3,21,1,True
EMP1143,35,Female,R&D,Product Developer,PhD,4,112132,2,1,61,2,True
EMP1144,58,Other,Operations,Operations Associate,Bachelors,31,112439,1,2,36,5,True
EMP1145,49,Other,HR,HR Manager,High School,22,72900,5,1,27,1,True
EMP1146,33,Other,IT,DevOps Engineer,Bachelors,4,186271,2,2,25,1,True
EMP1147,40,Other,HR,HR Generalist,PhD,6,105139,3,1,58,4,True
EMP1148,58,Other,HR,HR Generalist,High School,26,65751,3,5,32,4,False
EMP1149,26,Female,Finance,Financial Analyst,Masters,6,100088,5,3,60,1,False
EMP1150,44,Female,HR,HR Manager,Bachelors,18,106947,4,2,48,4,True
EMP1151,60,Female,Finance,Financial Analyst,Masters,25,85332,4,2,15,4,False
EMP1152,53,Other,HR,HR Manager,Bachelors,4,52158,2,2,12,3,True
EMP1153,40,Other,HR,HR Generalist,PhD,1,91193,5,1,29,3,True
EMP1154,33,Female,Sales,Sales Manager,Masters,4,113163,4,3,0,3,False
EMP1155,32,Male,Sales,Sales Manager,High School,1,73214,3,4,40,1,False
EMP1156,34,Female,R&D,Product Developer,High School,0,115975,5,4,1,4,False
EMP1157,53,Other,Finance,Accountant,High School,9,67813,5,4,39,1,False
EMP1158,45,Male,HR,HR Generalist,PhD,1,118124,1,1,13,2,True
EMP1159,30,Other,Finance,Accountant,High School,5,47560,4,3,62,5,True
EMP1160,56,Other,R&D,Research Scientist,High School,20,57107,1,1,13,5,True
EMP1161,28,Male,HR,HR Manager,High School,1,139225,1,3,40,4,True
EMP1162,23,Female,Operations,Operations Associate,PhD,3,34705,3,5,15,5,False
EMP1163,30,Female,Marketing,Content Creator,Bachelors,1,59128,3,3,25,2,False
EMP1164,48,Male,Marketing,Content Creator,Masters,16,108816,4,5,2,4,False
EMP1165,39,Other,HR,HR Manager,PhD,18,91344,2,3,28,4,True
EMP1166,30,Male,Finance,Financial Analyst,Bachelors,0,40149,4,4,8,3,False
EMP1167,53,Male,Operations,Operations Associate,Masters,15,81562,5,2,5,4,False
EMP1168,57,Female,R&D,Research Scientist,PhD,22,67035,4,5,19,3,False
EMP1169,51,Other,IT,DevOps Engineer,PhD,24,182634,1,4,11,1,True
EMP1170,24,Female,IT,DevOps Engineer,PhD,4,154045,3,4,36,5,False
EMP1171,25,Female,IT,Data Scientist,Bachelors,4,186803,2,2,7,1,False
EMP1172,27,Other,Sales,Sales Manager,Masters,3,81274,5,5,39,4,False
EMP1173,38,Female,IT,Software Engineer,Masters,10,60844,3,2,77,2,True
EMP1174,39,Female,Finance,Accountant,Bachelors,10,45632,5,1,25,4,True
EMP1175,28,Other,Marketing,Marketing Specialist,PhD,1,74526,4,5,76,2,True
EMP1176,46,Male,Operations,Operations Associate,Bachelors,9,137341,3,1,47,1,True
EMP1177,39,Female,R&D,Product Developer,Bachelors,5,56378,2,1,39,1,True
EMP1178,40,Other,Finance,Financial Analyst,High School,18,86497,2,1,6,5,True
EMP1179,42,Other,Finance,Financial Analyst,PhD,16,71744,2,3,40,1,True
EMP1180,26,Other,Marketing,Marketing Specialist,PhD,6,121634,5,5,38,4,False
EMP1181,43,Female,Finance,Accountant,PhD,0,95701,1,4,27,3,True
EMP1182,35,Male,Marketing,Marketing Specialist,High School,15,124705,1,4,24,5,True
EMP1183,58,Other,Finance,Accountant,Bachelors,17,59330,4,3,4,2,False
EMP1184,55,Other,HR,HR Manager,Bachelors,23,58608,5,4,23,3,False
EMP1185,41,Male,Finance,Accountant,Bachelors,10,88073,2,2,7,1,True
EMP1186,37,Female,Sales,Sales Executive,High School,2,120974,1,2,32,4,False
EMP1187,50,Female,Finance,Accountant,Bachelors,2,59332,1,5,32,1,True
EMP1188,32,Other,HR,HR Generalist,Bachelors,4,97350,4,1,27,3,False
EMP1189,40,Other,Sales,Sales Manager,Masters,9,126890,5,5,17,2,False
EMP1190,52,Male,R&D,Product Developer,High School,9,92548,2,5,50,4,True
EMP1191,33,Other,IT,DevOps Engineer,Bachelors,5,75672,3,5,33,3,False
EMP1192,45,Other,Operations,Logistics Manager,Bachelors,15,74717,3,1,9,4,True
EMP1193,24,Female,Finance,Financial Analyst,PhD,3,67724,5,3,57,3,True
EMP1194,39,Other,IT,Data Scientist,Bachelors,6,88577,5,1,6,1,True
EMP1195,38,Female,Marketing,Marketing Specialist,PhD,5,35913,1,3,15,3,False
EMP1196,27,Female,Operations,Operations Associate,Masters,3,58921,2,2,28,4,True
EMP1197,33,Female,Operations,Logistics Manager,PhD,7,55528,1,1,55,2,True
EMP1198,24,Female,Sales,Sales Executive,PhD,1,107791,3,2,25,4,True
EMP1199,24,Male,Operations,Logistics Manager,Bachelors,0,39776,4,2,5,2,False
EMP1200,58,Male,Sales,Sales Manager,Bachelors,28,72519,5,5,40,5,False
EMP1201,27,Male,Sales,Sales Manager,Masters,4,120804,3,1,24,5,True
EMP1202,51,Female,Operations,Operations Associate,PhD,15,74109,5,1,23,4,False
EMP1203,44,Female,HR,HR Generalist,Bachelors,9,38509,4,5,10,5,False
EMP1204,53,Male,Sales,Sales Manager,Bachelors,15,86152,2,3,16,4,False
EMP1205,27,Other,IT,Software Engineer,Masters,6,119152,4,3,29,5,False
EMP1206,44,Female,HR,HR Generalist,High School,4,111718,5,5,47,2,True
EMP1207,31,Other,IT,IT Manager,Masters,1,185114,1,5,2,4,False
EMP1208,33,Female,HR,HR Manager,PhD,2,124639,2,3,11,3,False
EMP1209,28,Other,HR,HR Manager,Bachelors,1,47090,1,5,49,4,True
EMP1210,40,Other,HR,HR Manager,High School,15,79552,2,3,29,3,True
EMP1211,48,Female,Finance,Accountant,Masters,5,109607,5,1,5,1,True
EMP1212,41,Female,Operations,Operations Associate,Bachelors,13,125665,1,4,14,3,True
EMP1213,60,Other,Finance,Accountant,Masters,39,116714,4,4,38,2,False
EMP1214,57,Female,R&D,Research Scientist,Masters,13,103689,3,4,55,1,False
EMP1215,55,Male,Operations,Logistics Manager,Masters,28,58910,3,2,9,1,False
EMP1216,45,Female,HR,HR Generalist,Masters,22,84085,2,4,18,4,False
EMP1217,49,Male,Sales,Sales Manager,Masters,24,139869,4,3,61,1,True
EMP1218,53,Male,Sales,Sales Executive,High School,5,144172,1,5,35,5,True
EMP1219,50,Male,R&D,Research Scientist,Bachelors,2,110752,4,5,0,3,False
EMP1220,32,Other,Operations,Logistics Manager,Masters,5,97053,5,2,39,5,False
EMP1221,31,Other,IT,DevOps Engineer,High School,11,184763,5,2,25,4,True
EMP1222,51,Other,IT,DevOps Engineer,Bachelors,2,145931,4,5,38,2,True
EMP1223,49,Female,IT,Data Scientist,High School,10,65224,5,3,11,5,False
EMP1224,46,Male,Operations,Operations Associate,Masters,21,115476,3,4,35,4,False
EMP1225,26,Female,IT,Data Scientist,High School,2,54655,4,5,79,5,True
EMP1226,31,Female,Marketing,Marketing Specialist,Bachelors,5,135697,5,5,7,4,False
EMP1227,55,Other,HR,HR Generalist,High School,27,61167,3,1,3,4,False
EMP1228,36,Male,Finance,Financial Analyst,Masters,3,99425,1,2,73,4,True
EMP1229,44,Male,Marketing,Content Creator,High School,14,104945,3,2,13,2,True
EMP1230,27,Other,HR,HR Generalist,PhD,2,99532,5,5,55,5,True
EMP1231,41,Other,HR,HR Manager,High School,10,74344,3,2,18,5,False
EMP1232,56,Female,HR,HR Manager,High School,30,94919,5,1,10,4,False
EMP1233,36,Male,Finance,Accountant,PhD,12,33814,3,4,25,1,False
EMP1234,60,Other,IT,IT Manager,Masters,38,165802,3,1,70,5,False
EMP1235,28,Female,HR,HR Generalist,Bachelors,7,118979,1,1,8,2,True
EMP1236,26,Other,Marketing,Content Creator,Masters,3,111429,3,3,68,3,False
EMP1237,33,Female,HR,HR Generalist,High School,6,113461,4,3,19,3,False
EMP1238,39,Female,Finance,Accountant,Bachelors,15,109366,2,5,70,5,True
EMP1239,30,Male,Finance,Financial Analyst,High School,10,105333,4,3,15,3,False
EMP1240,26,Female,Sales,Sales Manager,Bachelors,2,97561,2,2,62,1,True
EMP1241,33,Male,Finance,Accountant,Bachelors,6,103339,3,1,3,5,False
EMP1242,22,Female,HR,HR Generalist,PhD,1,123745,2,2,6,4,True
EMP1243,22,Other,Operations,Logistics Manager,Bachelors,0,69060,3,1,21,1,False
EMP1244,34,Other,Operations,Operations Associate,Masters,6,92522,5,4,8,2,False
EMP1245,51,Other,Finance,Accountant,PhD,21,108869,5,5,20,1,False
EMP1246,29,Male,Sales,Sales Executive,High School,7,126877,3,1,1,2,True
EMP1247,28,Other,Finance,Financial Analyst,High School,1,39968,1,5,22,1,True
EMP1248,40,Other,Sales,Sales Manager,Masters,19,123729,5,3,26,2,False
EMP1249,49,Female,R&D,Product Developer,Bachelors,6,61414,1,5,70,1,False
EMP1250,43,Male,Sales,Sales Executive,Masters,23,61376,5,4,72,3,True
EMP1251,50,Female,R&D,Product Developer,Bachelors,17,62661,3,1,31,3,False
EMP1252,39,Female,HR,HR Manager,PhD,9,128372,2,3,55,2,True
EMP1253,44,Female,R&D,Product Developer,Masters,21,154809,2,2,20,5,True
EMP1254,22,Male,R&D,Research Scientist,PhD,2,137958,1,3,35,3,False
EMP1255,47,Other,Sales,Sales Manager,Masters,8,106987,4,2,40,1,True
EMP1256,33,Male,Sales,Sales Executive,Bachelors,8,65966,2,3,29,1,True
EMP1257,45,Other,R&D,Product Developer,PhD,17,55607,5,3,27,4,False
EMP1258,55,Female,IT,DevOps Engineer,PhD,9,55614,5,3,33,4,False
EMP1259,34,Male,Sales,Sales Executive,High School,5,37963,1,3,17,1,True
EMP1260,31,Female,Sales,Sales Executive,Bachelors,5,126725,5,1,32,4,True
EMP1261,30,Female,Marketing,Marketing Specialist,Bachelors,1,39455,2,3,16,4,True
EMP1262,46,Male,Finance,Accountant,PhD,6,123408,3,4,7,1,False
EMP1263,59,Other,Marketing,Content Creator,Bachelors,30,127021,1,5,21,4,True
EMP1264,24,Male,Finance,Financial Analyst,Bachelors,1,76374,4,2,18,3,True
EMP1265,46,Other,Finance,Financial Analyst,Masters,0,83093,4,2,5,3,True
EMP1266,32,Other,HR,HR Generalist,Masters,5,133134,5,3,76,3,True
EMP1267,49,Male,Marketing,Content Creator,Bachelors,25,111507,2,3,4,2,True
EMP1268,41,Female,Sales,Sales Manager,Bachelors,9,64614,3,4,35,1,True
EMP1269,36,Female,Marketing,Marketing Specialist,Masters,6,24309,1,4,29,5,False
EMP1270,38,Other,Marketing,Marketing Specialist,PhD,4,49725,2,1,2,2,True
EMP1271,50,Female,Finance,Accountant,PhD,17,68938,2,3,38,1,True
EMP1272,33,Other,R&D,Product Developer,High School,9,138353,2,3,35,1,False
EMP1273,27,Male,Sales,Sales Manager,Masters,5,67571,3,2,49,3,True
EMP1274,47,Female,Operations,Logistics Manager,Masters,17,90369,2,3,35,1,True
EMP1275,32,Other,Finance,Financial Analyst,PhD,3,79242,2,1,38,4,True
EMP1276,23,Female,Finance,Financial Analyst,High School,3,130480,2,2,3,5,True
EMP1277,26,Other,Marketing,Content Creator,Bachelors,6,32566,3,2,37,5,True
EMP1278,59,Female,HR,HR Generalist,Bachelors,25,53556,2,3,22,4,True
EMP1279,52,Male,Finance,Accountant,PhD,19,113108,2,3,19,4,True
EMP1280,24,Female,Marketing,Marketing Specialist,PhD,4,68104,5,4,8,1,False
EMP1281,41,Other,Sales,Sales Executive,Masters,4,90165,2,3,50,1,False
EMP1282,36,Male,Sales,Sales Manager,High School,12,40183,3,4,26,4,False
EMP1283,24,Other,HR,HR Generalist,Masters,2,143517,5,3,9,1,False
EMP1284,23,Female,R&D,Research Scientist,PhD,3,105195,5,1,7,3,False
EMP1285,53,Other,Marketing,Marketing Specialist,High School,14,108739,3,4,23,5,False
EMP1286,53,Male,R&D,Research Scientist,Masters,30,96777,5,3,50,1,True
EMP1287,44,Male,IT,Software Engineer,Bachelors,10,76327,2,3,58,3,True
EMP1288,42,Female,IT,Data Scientist,High School,16,132382,3,3,47,2,False
EMP1289,37,Female,Finance,Financial Analyst,PhD,7,89776,1,3,11,2,True
EMP1290,38,Other,R&D,Research Scientist,Masters,12,86504,5,4,30,2,True
EMP1291,53,Female,Operations,Logistics Manager,PhD,14,78236,2,5,79,4,True
EMP1292,53,Female,IT,IT Manager,PhD,3,139182,1,5,22,4,False
EMP1293,35,Female,Finance,Financial Analyst,High School,0,101333,1,1,40,1,True
EMP1294,29,Other,Marketing,Marketing Specialist,High School,6,152488,3,5,1,4,False
EMP1295,35,Other,HR,HR Generalist,PhD,13,67999,3,5,19,1,False
EMP1296,24,Male,Finance,Accountant,High School,2,52471,3,3,74,3,True
EMP1297,38,Male,Sales,Sales Executive,Masters,3,90907,1,5,71,1,True
EMP1298,45,Other,Sales,Sales Manager,High School,20,63674,2,5,42,3,False
EMP1299,35,Other,Operations,Logistics Manager,Masters,11,105247,1,4,30,1,True
EMP1300,24,Male,R&D,Research Scientist,High School,4,143625,1,1,5,5,False
EMP1301,57,Female,R&D,Product Developer,High School,2,117537,2,3,28,5,False
EMP1302,52,Male,Finance,Accountant,Masters,11,115111,1,3,19,2,True
EMP1303,52,Other,Sales,Sales Executive,Bachelors,3,47062,2,2,5,1,True
EMP1304,45,Male,R&D,Research Scientist,Masters,12,128638,2,1,11,1,False
EMP1305,39,Male,Marketing,Content Creator,High School,4,93901,4,2,29,2,True
EMP1306,30,Male,Finance,Financial Analyst,PhD,7,109829,1,4,16,4,True
EMP1307,55,Other,Marketing,Content Creator,PhD,0,41047,2,3,26,4,False
EMP1308,49,Male,Operations,Logistics Manager,Bachelors,23,82499,4,1,37,1,True
EMP1309,36,Female,Operations,Logistics Manager,High School,14,114537,5,3,75,2,True
EMP1310,23,Female,Finance,Accountant,Masters,0,75052,3,2,16,5,False
EMP1311,39,Other,Sales,Sales Executive,PhD,9,134524,2,5,27,1,True
EMP1312,37,Female,HR,HR Manager,High School,7,90022,5,2,47,4,True
EMP1313,37,Female,IT,Software Engineer,Bachelors,12,65288,2,2,5,5,True
EMP1314,26,Male,Sales,Sales Executive,Bachelors,4,91427,4,4,35,4,False
EMP1315,31,Female,IT,IT Manager,PhD,3,120686,2,5,29,4,False
EMP1316,33,Male,Finance,Accountant,Masters,2,118029,5,4,20,5,False
EMP1317,28,Other,Finance,Accountant,Bachelors,0,47219,3,2,57,3,False
EMP1318,26,Other,HR,HR Generalist,High School,6,100479,4,5,10,1,False
EMP1319,44,Other,R&D,Product Developer,PhD,0,50133,3,5,19,2,True
EMP1320,59,Other,IT,Software Engineer,High School,39,197373,2,4,14,5,True
EMP1321,57,Other,R&D,Product Developer,High School,22,80364,2,3,40,1,False
EMP1322,29,Other,IT,IT Manager,Masters,9,59931,5,1,36,4,True
EMP1323,59,Female,HR,HR Manager,PhD,35,42734,3,5,11,3,False
EMP1324,25,Male,HR,HR Generalist,PhD,3,69391,5,4,12,1,False
EMP1325,31,Female,R&D,Research Scientist,Masters,11,131300,3,3,16,2,False
EMP1326,36,Female,R&D,Product Developer,PhD,1,134212,4,4,14,2,True
EMP1327,56,Other,Sales,Sales Manager,Bachelors,11,68109,2,5,29,1,False
EMP1328,41,Other,Sales,Sales Executive,Masters,17,36455,5,4,1,5,False
EMP1329,58,Female,Sales,Sales Manager,Masters,19,50216,3,4,20,2,True
EMP1330,47,Other,Sales,Sales Executive,Bachelors,10,43128,4,3,40,2,False
EMP1331,34,Female,Finance,Financial Analyst,PhD,8,100318,2,3,7,3,True
EMP1332,34,Other,R&D,Research Scientist,Bachelors,7,49975,1,3,28,5,True
EMP1333,56,Female,R&D,Product Developer,High School,2,141085,4,2,21,3,True
EMP1334,42,Other,HR,HR Manager,Masters,5,94159,5,5,5,4,False
EMP1335,37,Female,R&D,Research Scientist,Bachelors,14,62535,5,5,23,5,False
EMP1336,31,Male,Finance,Financial Analyst,Bachelors,2,65324,3,1,38,1,True
EMP1337,40,Male,HR,HR Manager,Masters,14,135926,4,2,60,2,True
EMP1338,23,Other,Marketing,Marketing Specialist,Masters,2,149856,2,3,5,3,False
EMP1339,55,Female,Sales,Sales Executive,High School,32,94378,5,5,1,1,True
EMP1340,59,Other,Finance,Accountant,Bachelors,12,151703,3,4,31,5,False
EMP1341,30,Other,Marketing,Content Creator,High School,3,133230,4,3,53,1,False
EMP1342,49,Male,Finance,Financial Analyst,Masters,18,41384,3,3,5,5,False
EMP1343,43,Other,Operations,Operations Associate,PhD,14,119719,4,2,12,3,False
EMP1344,53,Other,Sales,Sales Manager,Masters,20,88163,4,3,27,1,False
EMP1345,50,Female,Marketing,Marketing Specialist,Masters,9,68289,5,3,37,4,False
EMP1346,27,Male,R&D,Research Scientist,High School,7,51437,4,3,41,2,False
EMP1347,49,Other,Sales,Sales Executive,Bachelors,10,116948,2,3,33,1,True
EMP1348,36,Male,Marketing,Marketing Specialist,Bachelors,13,60001,1,3,22,3,True
EMP1349,47,Other,Operations,Operations Associate,Bachelors,16,44161,2,4,28,4,True
EMP1350,22,Other,R&D,Product Developer,PhD,1,68385,1,4,13,4,True
EMP1351,50,Male,Operations,Logistics Manager,Masters,11,55305,5,2,54,5,True
EMP1352,38,Male,HR,HR Manager,Masters,12,35476,5,3,33,5,False
EMP1353,57,Other,HR,HR Manager,High School,21,54631,3,5,18,4,False
EMP1354,27,Other,Operations,Logistics Manager,Bachelors,2,31190,2,1,3,3,True
